Page,Rank
389803,0.17340260314867564
53760,0.17340266744912622
54232,0.17340266744912622
391105,0.17340469205807052
390085,0.17340664184354343
364100,0.1734067693324537
390885,0.17340699435421106
392745,0.17340731819988756
379004,0.17340741115950248
379049,0.17340741115950248
390337,0.17340789871559686
391075,0.1734089522015958
392807,0.17341082963140642
392673,0.17341146587056727
375891,0.17341194795158948
392938,0.17341335587111725
392806,0.17341417305389698
390065,0.17341534959280036
344197,0.17341546719089926
650893,0.17341575557305203
392450,0.1734177058708674
394058,0.1734180356062638
343587,0.17341955521030195
66670,0.17342022052667977
392323,0.1734212928125424
390865,0.17342230371332826
471912,0.17342243745003094
471913,0.17342243745003094
471914,0.17342243745003094
471915,0.17342243745003094
394371,0.17342361219618224
343741,0.1734237852379914
76755,0.1734253472209054
94010,0.1734253472209054
543483,0.17342669009936262
543484,0.17342669009936262
444967,0.17342848383543133
444974,0.17342848383543133
444975,0.17342848383543133
390326,0.17342865257316087
393819,0.1734299215722628
593996,0.1734300460774346
343650,0.17343007459134444
632782,0.17343081920242073
68265,0.1734317902820275
344023,0.1734342252897738
392357,0.17343505625084668
390202,0.17343526746369864
394483,0.17343529979254219
394131,0.17343665849043563
107601,0.1734389036719673
391592,0.17343951135379018
390696,0.1734405400324792
423969,0.17344062651588482
423970,0.17344062651588482
551286,0.17344106654498959
551716,0.17344106654498959
255893,0.17344363925007925
680866,0.17344477168248423
680871,0.17344477168248423
392253,0.17344583664517974
85094,0.17344624486969346
125945,0.17344687897803182
392366,0.17344776513207555
390069,0.17344901689477554
394375,0.17344939897936162
392435,0.17344941132576489
522199,0.17344960092402065
391506,0.17345027848140274
394007,0.17345068941373631
394226,0.17345132137203378
391813,0.17345152937869018
394000,0.1734518702907097
394097,0.17345246901820216
393124,0.17345273466179517
53866,0.17345305798985722
54013,0.17345305798985722
369312,0.1734532406451931
369315,0.1734532406451931
391607,0.17345393732503933
623515,0.17345438301898883
623532,0.1734544071830227
381111,0.17345605039159992
392351,0.17345671617278274
393828,0.17345676265325533
392878,0.17345786455549386
394213,0.1734582405803117
343942,0.1734617669150046
390309,0.1734618710894642
393988,0.1734620085469929
186048,0.173464673736504
390769,0.173465255042941
390985,0.17346632028613101
523276,0.17346681117024945
64832,0.17346748520330493
64866,0.17346748520330493
390798,0.1734697015252429
391796,0.17347093554983267
390771,0.17347129971786007
393299,0.17347301431786005
200380,0.1734738085483855
186094,0.1734756548381767
186096,0.1734756548381767
392752,0.17347596656398223
393816,0.17347610598261723
446612,0.1734762352203165
446614,0.1734762352203165
446615,0.1734762352203165
446616,0.1734762352203165
343745,0.1734771732871687
390802,0.17347731157130966
390625,0.17347924176403812
199854,0.17347970959190376
390132,0.17347985112475134
53942,0.17348004660451105
54152,0.17348004660451105
393078,0.17348033326202775
392991,0.17348042271552488
393359,0.17348085386190362
343658,0.17348152784522788
326196,0.17348417693904877
191201,0.17348462919549948
191202,0.17348462919549948
191206,0.17348462919549948
191207,0.17348462919549948
191208,0.17348462919549948
191209,0.17348462919549948
191212,0.17348462919549948
191475,0.17348462919549948
391415,0.17348486550923534
405959,0.17348498884558253
392818,0.17348634865654833
375870,0.17348675103132333
394233,0.17348720236735
394313,0.17348728879438416
405961,0.1734876171452048
393685,0.17349037220287755
391108,0.1734908659047351
391284,0.17349167029337073
391695,0.17349289835007434
390453,0.17349317569414924
392819,0.1734942223672221
390215,0.17349451101351063
390333,0.17349454276412765
392485,0.17349528159278388
391847,0.17349552560309245
67389,0.1734957451465468
343591,0.17349581891225457
393373,0.17349796092966335
390924,0.17349834433966288
389870,0.1734994365030934
390214,0.1734994476680043
390889,0.1734997398304806
392561,0.17350047347642283
392293,0.17350434525090025
125857,0.17350587694363473
556855,0.17350607403044607
392338,0.17350769962637821
464689,0.1735078125
464692,0.1735078125
464693,0.1735078125
464696,0.1735078125
532236,0.17350823893520867
532264,0.17350823893520867
390914,0.17350863773478936
389801,0.17351149515501665
498754,0.1735116439748425
63943,0.17351192765937087
394230,0.17351339364207724
568856,0.1735149665288104
391745,0.17351573810332802
364157,0.17351579677037832
391574,0.17351728756529153
