Page,Rank
10009,0.15
10027,0.15
101804,0.15
101805,0.15
101806,0.15
101807,0.15
101808,0.15
101809,0.15
101810,0.15
101811,0.15
101812,0.15
101813,0.15
101814,0.15
101815,0.15
101816,0.15
101817,0.15
101818,0.15
101819,0.15
101820,0.15
101821,0.15
101822,0.15
101823,0.15
101824,0.15
101825,0.15
101826,0.15
101827,0.15
101828,0.15
101829,0.15
101830,0.15
101831,0.15
101832,0.15
101833,0.15
101834,0.15
101835,0.15
101836,0.15
101837,0.15
101838,0.15
101839,0.15
101840,0.15
101841,0.15
101842,0.15
101843,0.15
101844,0.15
101845,0.15
101846,0.15
101847,0.15
101848,0.15
101849,0.15
101850,0.15
101851,0.15
101852,0.15
101853,0.15
101854,0.15
101855,0.15
101856,0.15
101857,0.15
101858,0.15
101859,0.15
101860,0.15
101861,0.15
101862,0.15
101863,0.15
101864,0.15
101865,0.15
101866,0.15
101867,0.15
101868,0.15
101869,0.15
101870,0.15
101871,0.15
101872,0.15
101873,0.15
101874,0.15
101875,0.15
101876,0.15
101877,0.15
101878,0.15
101879,0.15
101880,0.15
101881,0.15
101882,0.15
101883,0.15
101884,0.15
101885,0.15
101886,0.15
101887,0.15
101888,0.15
101889,0.15
101890,0.15
101891,0.15
101892,0.15
101893,0.15
101894,0.15
101895,0.15
101896,0.15
101897,0.15
101898,0.15
101899,0.15
101900,0.15
101901,0.15
101902,0.15
101903,0.15
101904,0.15
101905,0.15
101906,0.15
101907,0.15
101908,0.15
101909,0.15
101910,0.15
101911,0.15
101912,0.15
101913,0.15
101914,0.15
101915,0.15
101916,0.15
101917,0.15
101918,0.15
101919,0.15
101920,0.15
101921,0.15
101922,0.15
101923,0.15
101924,0.15
101925,0.15
101926,0.15
101927,0.15
101928,0.15
101929,0.15
101930,0.15
101931,0.15
101932,0.15
101933,0.15
101934,0.15
101935,0.15
101936,0.15
101937,0.15
101938,0.15
101939,0.15
101940,0.15
101941,0.15
101942,0.15
101943,0.15
101944,0.15
101945,0.15
101946,0.15
101947,0.15
101948,0.15
101949,0.15
101950,0.15
101951,0.15
101952,0.15
101953,0.15
101954,0.15
101955,0.15
101956,0.15
101957,0.15
101958,0.15
101959,0.15
10196,0.15
101960,0.15
101961,0.15
101962,0.15
101963,0.15
101964,0.15
101965,0.15
101966,0.15
101967,0.15
101968,0.15
101969,0.15
101970,0.15
101971,0.15
101972,0.15
101973,0.15
101974,0.15
101975,0.15
101976,0.15
101977,0.15
101978,0.15
101979,0.15
101980,0.15
101981,0.15
101982,0.15
101983,0.15
101984,0.15
101985,0.15
101986,0.15
101987,0.15
101988,0.15
101989,0.15
101990,0.15
101991,0.15
101992,0.15
101993,0.15
101994,0.15
101995,0.15
101996,0.15
101997,0.15
101998,0.15
101999,0.15
102000,0.15
102001,0.15
102002,0.15
102003,0.15
102004,0.15
102005,0.15
102006,0.15
102007,0.15
102008,0.15
102009,0.15
102010,0.15
102011,0.15
102012,0.15
102013,0.15
102014,0.15
102015,0.15
102016,0.15
102017,0.15
102018,0.15
102019,0.15
102020,0.15
102021,0.15
102022,0.15
102023,0.15
102024,0.15
102025,0.15
102026,0.15
102027,0.15
102028,0.15
102029,0.15
