Page,Rank
101559,1.0
101649,1.0
103170,1.0
103213,1.0
103260,1.0
103696,1.0
104644,1.0
105356,1.0
115819,1.0
121901,1.0
130797,1.0
130849,1.0
130889,1.0
131224,1.0
131378,1.0
131393,1.0
131525,1.0
131543,1.0
131581,1.0
131601,1.0
131927,1.0
131951,1.0
132090,1.0
132302,1.0
132382,1.0
132395,1.0
132465,1.0
132648,1.0
133032,1.0
133069,1.0
133089,1.0
133584,1.0
133713,1.0
133934,1.0
133833,1.0
134119,1.0
134212,1.0
134202,1.0
134233,1.0
134253,1.0
134293,1.0
134294,1.0
134421,1.0
134496,1.0
134790,1.0
134781,1.0
134815,1.0
134900,1.0
135107,1.0
135292,1.0
135465,1.0
135509,1.0
135560,1.0
135710,1.0
135887,1.0
136884,1.0
137115,1.0
137207,1.0
137402,1.0
137575,1.0
137604,1.0
137695,1.0
137975,1.0
138098,1.0
138138,1.0
138524,1.0
138691,1.0
138737,1.0
138774,1.0
138799,1.0
138967,1.0
139081,1.0
139199,1.0
139362,1.0
139873,1.0
140170,1.0
140304,1.0
140856,1.0
141323,1.0
141957,1.0
152303,1.0
152328,1.0
171286,1.0
184460,1.0
191974,1.0
197398,1.0
198327,1.0
204351,1.0
207075,1.0
220191,1.0
234829,1.0
234606,1.0
237690,1.0
237581,1.0
240871,1.0
240888,1.0
263708,1.0
263735,1.0
263896,1.0
264841,1.0
265094,1.0
265186,1.0
265201,1.0
265718,1.0
265746,1.0
265858,1.0
268148,1.0
268191,1.0
268203,1.0
272636,1.0
352041,1.0
358198,1.0
395148,1.0
398388,1.0
398246,1.0
400816,1.0
406041,1.0
407054,1.0
410433,1.0
411228,1.0
413598,1.0
413619,1.0
413681,1.0
413994,1.0
414307,1.0
415174,1.0
415501,1.0
416102,1.0
427141,1.0
458659,1.0
471265,1.0
485839,1.0
485831,1.0
495336,1.0
506726,1.0
529740,1.0
531288,1.0
531604,1.0
531755,1.0
533831,1.0
533948,1.0
534244,1.0
534419,1.0
534814,1.0
535017,1.0
535681,1.0
585113,1.0
60974,1.0
640584,1.0
651366,1.0
657581,1.0
661565,1.0
677615,1.0
101522,1.0
103332,1.0
103541,1.0
103626,1.0
105313,1.0
105326,1.0
105341,1.0
117992,1.0
130211,1.0
130318,1.0
130790,1.0
130819,1.0
130894,1.0
130928,1.0
131166,1.0
131260,1.0
131239,1.0
131432,1.0
131850,1.0
132139,1.0
132117,1.0
132176,1.0
132216,1.0
132292,1.0
132915,1.0
132934,1.0
133252,1.0
133310,1.0
133364,1.0
133422,1.0
133508,1.0
133539,1.0
133780,1.0
133839,1.0
134087,1.0
134125,1.0
134203,1.0
134388,1.0
134479,1.0
134551,1.0
134543,1.0
134588,1.0
135180,1.0
135182,1.0
135199,1.0
135194,1.0
135255,1.0
135556,1.0
135938,1.0
135974,1.0
136102,1.0
136186,1.0
136248,1.0
136292,1.0
136324,1.0
136468,1.0
136504,1.0
136731,1.0
