Page,Rank
428069,0.21371354110694352
562640,0.21371908023744418
476088,0.21372159107725702
476089,0.21372159107725702
476092,0.21372159107725702
652874,0.2137218868628483
561035,0.21372288738098344
511194,0.2137232060835261
511202,0.2137232060835261
511204,0.2137232060835261
511206,0.2137232060835261
404988,0.21372409400118964
566212,0.2137241110321138
568539,0.2137279939126442
563147,0.21373662901275362
623649,0.21373674588784364
564365,0.21373733559575764
569749,0.21374033099434273
569753,0.21374033099434273
548716,0.21374442913541664
601084,0.21374446631377625
601093,0.21374446631377625
422824,0.21374471679116144
399931,0.21374601260991183
461651,0.21374707467578674
461653,0.21374707467578674
461654,0.21374707467578674
461657,0.21374707467578674
461664,0.21374707467578674
461665,0.21374707467578674
355463,0.21374971051484315
143259,0.21375
143260,0.21375
157251,0.21375
157252,0.21375
157315,0.21375
157316,0.21375
159916,0.21375
159917,0.21375
161058,0.21375
162883,0.21375
165764,0.21375
165765,0.21375
165767,0.21375
165768,0.21375
167051,0.21375
167052,0.21375
168947,0.21375
169829,0.21375
169830,0.21375
170378,0.21375
170379,0.21375
183463,0.21375
183466,0.21375
209021,0.21375
209176,0.21375
209177,0.21375
209225,0.21375
209296,0.21375
211320,0.21375
213310,0.21375
213312,0.21375
213637,0.21375
224950,0.21375
224991,0.21375
225386,0.21375
242124,0.21375
245870,0.21375
248504,0.21375
250806,0.21375
250808,0.21375
254390,0.21375
256740,0.21375
356386,0.21375
384990,0.21375
384991,0.21375
387810,0.21375
402192,0.21375
402203,0.21375
402204,0.21375
402422,0.21375
402423,0.21375
430636,0.21375
430637,0.21375
430871,0.21375
430872,0.21375
449627,0.21375
451674,0.21375
453435,0.21375
454604,0.21375
455405,0.21375
455662,0.21375
463207,0.21375
463253,0.21375
463558,0.21375
463559,0.21375
464675,0.21375
469020,0.21375
469150,0.21375
472554,0.21375
488516,0.21375
488653,0.21375
488804,0.21375
488805,0.21375
489035,0.21375
489958,0.21375
489963,0.21375
489972,0.21375
490020,0.21375
490108,0.21375
490303,0.21375
509360,0.21375
509497,0.21375
509648,0.21375
509649,0.21375
509879,0.21375
510805,0.21375
510810,0.21375
510819,0.21375
510867,0.21375
510955,0.21375
511150,0.21375
51363,0.21375
538716,0.21375
539349,0.21375
544980,0.21375
545203,0.21375
545257,0.21375
545376,0.21375
546345,0.21375
546679,0.21375
554712,0.21375
592015,0.21375
592062,0.21375
592091,0.21375
592107,0.21375
592152,0.21375
592237,0.21375
592270,0.21375
592294,0.21375
592322,0.21375
592370,0.21375
592385,0.21375
592395,0.21375
592396,0.21375
592423,0.21375
592464,0.21375
592465,0.21375
592514,0.21375
592515,0.21375
592526,0.21375
592547,0.21375
592565,0.21375
592596,0.21375
592607,0.21375
592772,0.21375
592808,0.21375
592826,0.21375
592888,0.21375
592907,0.21375
592957,0.21375
592982,0.21375
593176,0.21375
593198,0.21375
593227,0.21375
593291,0.21375
593304,0.21375
593313,0.21375
593343,0.21375
593379,0.21375
596531,0.21375
596534,0.21375
596664,0.21375
596683,0.21375
62028,0.21375
62368,0.21375
62809,0.21375
63702,0.21375
649756,0.21375
664745,0.21375
666548,0.21375
666553,0.21375
666565,0.21375
667242,0.21375
672721,0.21375
683012,0.21375
685150,0.21375
685151,0.21375
685200,0.21375
685201,0.21375
78204,0.213750640771834
78845,0.2137550872744456
78847,0.2137550872744456
270356,0.21375893392105666
271306,0.21375893392105666
271307,0.21375893392105666
442233,0.21376087843667496
442234,0.21376087843667496
442241,0.21376087843667496
322901,0.2137638165224559
329075,0.2137638165224559
185346,0.21376539611143258
558312,0.21376938928350972
306334,0.21376970868197015
304982,0.21377017719506974
304192,0.21377040493650906
323692,0.21377705477262002
329906,0.21377705477262002
11180,0.21377933332733912
322015,0.21378098630205
328189,0.21378098630205
186160,0.21378336771050765
186167,0.21378336771050765
186168,0.21378336771050765
341441,0.2137839298036387
383629,0.21378475595520202
566766,0.21378514896275796
628348,0.21378730077618288
628351,0.21378730077618288
356263,0.2137895124831579
536335,0.21379302671017195
311010,0.2137932535014853
627205,0.21379523094937009
627206,0.21379523094937009
627207,0.21379523094937009
627209,0.21379523094937009
627210,0.21379523094937009
627211,0.21379523094937009
627212,0.21379523094937009
627213,0.21379523094937009
627214,0.21379523094937009
627215,0.21379523094937009
438902,0.21379562712214134
315885,0.21379673428848678
315886,0.21379673428848678
315887,0.21379673428848678
315888,0.21379673428848678
315890,0.21379673428848678
315892,0.21379673428848678
315893,0.21379673428848678
315894,0.21379673428848678
340647,0.21379884513067904
568184,0.21380000862326068
565179,0.21380418730840273
565180,0.21380418730840273
565181,0.21380418730840273
565182,0.21380418730840273
270739,0.21380430947932166
270740,0.21380430947932166
563901,0.2138136101361362
359829,0.21381551167580165
271185,0.21381711187475083
271186,0.21381711187475083
129477,0.21381943007130025
324864,0.2138198433154617
304756,0.21382113974926042
310351,0.2138214696746399
472242,0.2138232582883362
320629,0.21382380859902844
364008,0.21382463615063674
275832,0.21383038249887348
649249,0.21383083122508614
649250,0.21383083122508614
649251,0.21383083122508614
649252,0.21383083122508614
649253,0.21383083122508614
649254,0.21383083122508614
649255,0.21383083122508614
649256,0.21383083122508614
649260,0.21383083122508614
305063,0.2138308925585211
655643,0.2138349659643764
314648,0.21383625339388773
314649,0.21383625339388773
314651,0.21383625339388773
314652,0.21383625339388773
314654,0.21383625339388773
314656,0.21383625339388773
314659,0.21383625339388773
79064,0.21383721556445562
323359,0.21383770204794522
329577,0.21383770204794522
419167,0.21384089959712319
325839,0.2138409536292738
205284,0.21384659090909092
546886,0.21384870497926312
593997,0.21384870497926312
325273,0.21385106697284867
383139,0.21385377126913446
356442,0.21385496828528075
356449,0.21385496828528075
356465,0.21385496828528075
300247,0.2138576234408436
83100,0.21385942818310513
