Page,Rank
602964,0.15086529992827707
602968,0.15086529992827707
602972,0.15086529992827707
602976,0.15086529992827707
602980,0.15086529992827707
602984,0.15086529992827707
602988,0.15086529992827707
602992,0.15086529992827707
602996,0.15086529992827707
603000,0.15086529992827707
603004,0.15086529992827707
603008,0.15086529992827707
603012,0.15086529992827707
603016,0.15086529992827707
603020,0.15086529992827707
603023,0.15086529992827707
603027,0.15086529992827707
603031,0.15086529992827707
603035,0.15086529992827707
603047,0.15086529992827707
603051,0.15086529992827707
603055,0.15086529992827707
603059,0.15086529992827707
603063,0.15086529992827707
603067,0.15086529992827707
603071,0.15086529992827707
603075,0.15086529992827707
603079,0.15086529992827707
603083,0.15086529992827707
603087,0.15086529992827707
603091,0.15086529992827707
603094,0.15086529992827707
603098,0.15086529992827707
603102,0.15086529992827707
603106,0.15086529992827707
603110,0.15086529992827707
603528,0.15086529992827707
603532,0.15086529992827707
603536,0.15086529992827707
603539,0.15086529992827707
603543,0.15086529992827707
603547,0.15086529992827707
603561,0.15086529992827707
603565,0.15086529992827707
603569,0.15086529992827707
603573,0.15086529992827707
603577,0.15086529992827707
603581,0.15086529992827707
603585,0.15086529992827707
603589,0.15086529992827707
603593,0.15086529992827707
603597,0.15086529992827707
603601,0.15086529992827707
603605,0.15086529992827707
603609,0.15086529992827707
603633,0.15086529992827707
603638,0.15086529992827707
603641,0.15086529992827707
603646,0.15086529992827707
603651,0.15086529992827707
603654,0.15086529992827707
603660,0.15086529992827707
603662,0.15086529992827707
603667,0.15086529992827707
603670,0.15086529992827707
603675,0.15086529992827707
603678,0.15086529992827707
603680,0.15086529992827707
603686,0.15086529992827707
603688,0.15086529992827707
603692,0.15086529992827707
603252,0.15087662211834432
603256,0.15087662211834432
603260,0.15087662211834432
603264,0.15087662211834432
603268,0.15087662211834432
603272,0.15087662211834432
603276,0.15087662211834432
603280,0.15087662211834432
603284,0.15087662211834432
603288,0.15087662211834432
603292,0.15087662211834432
603296,0.15087662211834432
603300,0.15087662211834432
603304,0.15087662211834432
603308,0.15087662211834432
603311,0.15087662211834432
603315,0.15087662211834432
603319,0.15087662211834432
603323,0.15087662211834432
603327,0.15087662211834432
603331,0.15087662211834432
603334,0.15087662211834432
603338,0.15087662211834432
603342,0.15087662211834432
603345,0.15087662211834432
603349,0.15087662211834432
603353,0.15087662211834432
603357,0.15087662211834432
603361,0.15087662211834432
603365,0.15087662211834432
603369,0.15087662211834432
603372,0.15087662211834432
603376,0.15087662211834432
603380,0.15087662211834432
603384,0.15087662211834432
603388,0.15087662211834432
603114,0.1508823950557091
603118,0.1508823950557091
603122,0.1508823950557091
603126,0.1508823950557091
603130,0.1508823950557091
603134,0.1508823950557091
603138,0.1508823950557091
603142,0.1508823950557091
603146,0.1508823950557091
603150,0.1508823950557091
603154,0.1508823950557091
603158,0.1508823950557091
603162,0.1508823950557091
603166,0.1508823950557091
603170,0.1508823950557091
603174,0.1508823950557091
603178,0.1508823950557091
603182,0.1508823950557091
603186,0.1508823950557091
603190,0.1508823950557091
603194,0.1508823950557091
603198,0.1508823950557091
603202,0.1508823950557091
603206,0.1508823950557091
603210,0.1508823950557091
603214,0.1508823950557091
603218,0.1508823950557091
603222,0.1508823950557091
603226,0.1508823950557091
603229,0.1508823950557091
603233,0.1508823950557091
603237,0.1508823950557091
603241,0.1508823950557091
603244,0.1508823950557091
603248,0.1508823950557091
602826,0.15088824453172975
602830,0.15088824453172975
602834,0.15088824453172975
602838,0.15088824453172975
602841,0.15088824453172975
602845,0.15088824453172975
602849,0.15088824453172975
602853,0.15088824453172975
602857,0.15088824453172975
602861,0.15088824453172975
602865,0.15088824453172975
602869,0.15088824453172975
602873,0.15088824453172975
602877,0.15088824453172975
602881,0.15088824453172975
602885,0.15088824453172975
602889,0.15088824453172975
602893,0.15088824453172975
602897,0.15088824453172975
602901,0.15088824453172975
602905,0.15088824453172975
602909,0.15088824453172975
602913,0.15088824453172975
602917,0.15088824453172975
602921,0.15088824453172975
602925,0.15088824453172975
602929,0.15088824453172975
602933,0.15088824453172975
602937,0.15088824453172975
602940,0.15088824453172975
602944,0.15088824453172975
602948,0.15088824453172975
602952,0.15088824453172975
602956,0.15088824453172975
602960,0.15088824453172975
603392,0.1509001792701286
603396,0.1509001792701286
603400,0.1509001792701286
603404,0.1509001792701286
603408,0.1509001792701286
603412,0.1509001792701286
603416,0.1509001792701286
603420,0.1509001792701286
603424,0.1509001792701286
603428,0.1509001792701286
603432,0.1509001792701286
603436,0.1509001792701286
603440,0.1509001792701286
603444,0.1509001792701286
603448,0.1509001792701286
603452,0.1509001792701286
603456,0.1509001792701286
603460,0.1509001792701286
603464,0.1509001792701286
603468,0.1509001792701286
603472,0.1509001792701286
603476,0.1509001792701286
603480,0.1509001792701286
603484,0.1509001792701286
603488,0.1509001792701286
603492,0.1509001792701286
603496,0.1509001792701286
603500,0.1509001792701286
603504,0.1509001792701286
603508,0.1509001792701286
603512,0.1509001792701286
603516,0.1509001792701286
603520,0.1509001792701286
603524,0.1509001792701286
428567,0.15100435158722367
428575,0.15100435158722367
429388,0.15100435158722367
429389,0.15100435158722367
429390,0.15100435158722367
429391,0.15100435158722367
429392,0.15100435158722367
429393,0.15100435158722367
429394,0.15100435158722367
429395,0.15100435158722367
429396,0.15100435158722367
429397,0.15100435158722367
429398,0.15100435158722367
429399,0.15100435158722367
429400,0.15100435158722367
429401,0.15100435158722367
429402,0.15100435158722367
429403,0.15100435158722367
429404,0.15100435158722367
429405,0.15100435158722367
429406,0.15100435158722367
429407,0.15100435158722367
429408,0.15100435158722367
429409,0.15100435158722367
