Page,Rank
550760,0.7650403261858616
368621,0.7650504761785928
367672,0.7650506404381509
368147,0.7650515956833627
401473,0.7650589142992992
577986,0.7650665016478926
425942,0.7650675420388245
414982,0.7650746427027875
335387,0.7650766707580414
644858,0.765077863133473
644859,0.765077863133473
644860,0.765077863133473
644861,0.765077863133473
644865,0.765077863133473
644866,0.765077863133473
644868,0.765077863133473
368576,0.765081609535664
368587,0.765081609535664
46998,0.7650951798087682
368139,0.7651042284793976
370712,0.7651075035015225
562233,0.7651090437787865
522684,0.7651345486656422
217932,0.7651521317697477
579698,0.7651621534337486
94726,0.7651697529398104
95233,0.7651697529398104
95750,0.7651697529398104
368577,0.7651783631771217
368586,0.7651783631771217
374157,0.7651790412486505
522799,0.7651855657912111
368578,0.7651862033079986
368585,0.7651862033079987
437161,0.7651873427474143
442055,0.7651973992088844
368579,0.7651985407930532
368580,0.7651985407930532
368581,0.7651985407930532
368582,0.7651985407930532
368583,0.7651985407930532
368584,0.7651985407930532
284294,0.7652063971577668
368643,0.7652144167276167
427836,0.7652176490236643
204763,0.7652185154832766
204766,0.7652185154832766
204781,0.7652185154832766
204806,0.7652185154832766
204816,0.7652185154832766
383322,0.7652431209277896
576494,0.7652544749584841
365974,0.7652569505023186
635457,0.7652925858410494
386576,0.7652937778094089
583114,0.765302127333594
583155,0.765302127333594
120877,0.7653099774371243
173609,0.7653120909988969
208994,0.7653140117453965
340817,0.7653175955607953
368148,0.765318395502444
262616,0.76532295728739
523368,0.7653278987201877
368622,0.7653307761454835
367664,0.7653315231103511
533896,0.7653471965037512
535537,0.7653544049839626
582130,0.765362729821787
582132,0.765362729821787
183120,0.7653739014868212
183126,0.7653739014868212
109174,0.7653793041587349
109176,0.7653793041587349
109177,0.7653793041587349
413488,0.7653896682942709
371741,0.7653964174278363
577217,0.7654117996222862
582979,0.7654131646990845
670661,0.7654152955456455
583143,0.765437748157383
583078,0.7654439403741193
533989,0.7654461567016602
417848,0.7654552511302621
417855,0.7654552511302621
584034,0.7654883066479551
475686,0.7654953647991048
414162,0.765539315960719
581936,0.7655411054662098
642836,0.7655419040863378
642837,0.7655419040863378
642839,0.7655419040863378
341066,0.7655896915367179
262632,0.7655968494555999
262640,0.7655968494555999
197952,0.7656169733790853
637303,0.7656247656658671
198170,0.7656277713923145
528437,0.7656332589646473
648640,0.7656354714049972
125921,0.7656371743556137
339818,0.7656453155791395
574679,0.7656505087162139
198008,0.7656508749130532
356727,0.7656561347816999
685131,0.765665850557149
496058,0.7656690725876633
496065,0.7656690725876633
496069,0.7656690725876633
496079,0.7656690725876633
675413,0.7656715790372942
412254,0.765695368441358
404992,0.7656958417341967
370593,0.7656964714841601
533197,0.7656992585358796
574927,0.765710135153753
676126,0.7657206582773302
584532,0.7657357882320218
213304,0.7657473543620167
213590,0.7657473543620167
217238,0.7657473543620167
244364,0.7657473543620167
247898,0.7657473543620167
480074,0.7657505044046146
480164,0.7657505044046146
480571,0.7657505044046146
534841,0.7657527527177372
413879,0.7657596759259259
531533,0.7657596759259259
533295,0.7657596759259259
666560,0.7657599710648147
319117,0.7657643087104523
576467,0.7657650059350283
336321,0.7657855601210927
269815,0.7657855785012199
269890,0.7657855785012199
492730,0.7658204100709839
428352,0.765822347204659
465578,0.7658271939824686
579001,0.7658290370503089
428012,0.7658346039521541
345877,0.7658414556420887
532594,0.7658438641231834
227587,0.7658651421095362
227695,0.7658651421095362
552627,0.7658738263264289
576564,0.7658754814807797
572512,0.7658852118022164
571961,0.7658916112161682
582986,0.7659004273211358
195005,0.7659010565792225
600460,0.765904905755565
94831,0.7659229325710399
95339,0.7659229325710399
95857,0.7659229325710399
383633,0.7659270511314418
578958,0.7659574817258077
398798,0.7659579679804033
451039,0.7659668187199854
533160,0.7659913491934317
269939,0.7660074709697288
534993,0.7660086738231519
262320,0.7660124704054047
