Page,Rank
584493,0.6061012268432677
405459,0.6061049920262738
546616,0.6061133680111981
426209,0.6061193442813619
298945,0.6061195662167455
438960,0.6061225651692741
438961,0.6061225651692741
438962,0.6061225651692741
438963,0.6061225651692741
353678,0.6061259960607952
596390,0.6061409116949877
344816,0.6061474445262947
427526,0.6061562468692809
298880,0.6061589836635718
100518,0.6061608205876222
438412,0.6061636135473503
415404,0.6061804104261836
572179,0.6061826656432457
174983,0.6061839797247023
534748,0.6061872695131655
581031,0.606208531972024
576088,0.6062114040030251
547035,0.6062133609159308
217925,0.6062176497543051
217931,0.6062176497543051
218896,0.6062176497543051
218902,0.6062176497543051
454315,0.6062202455172668
454577,0.6062202455172668
351997,0.6062233988392852
352000,0.6062233988392852
352002,0.6062233988392852
352059,0.6062233988392852
352061,0.6062233988392852
352062,0.6062233988392852
195840,0.6062422150469995
199008,0.6062458181770229
535670,0.6062567545796359
550531,0.6062765831748429
265898,0.6062777569043313
265957,0.6062777569043313
265967,0.6062777569043314
265975,0.6062777569043314
559065,0.6062779848468995
559066,0.6062779848468995
501182,0.6062883899614728
501457,0.6062883899614728
502190,0.6062883899614728
504342,0.6062883899614728
162829,0.6062943947903413
162834,0.6062943947903413
162835,0.6062943947903413
162837,0.6062943947903413
162838,0.6062943947903413
162839,0.6062943947903413
162841,0.6062943947903413
162842,0.6062943947903413
162844,0.6062943947903413
162845,0.6062943947903413
162850,0.6062943947903413
162851,0.6062943947903413
162852,0.6062943947903413
162853,0.6062943947903413
162855,0.6062943947903413
162856,0.6062943947903413
162857,0.6062943947903413
257006,0.6062947702838515
639445,0.6062951906746652
639446,0.6062951906746652
430465,0.6063054934943185
430469,0.6063054934943185
430475,0.6063054934943185
581150,0.6063085045488257
298937,0.6063166689980677
298948,0.6063175101558432
635989,0.6063223446152006
353369,0.6063235332133112
376295,0.6063317857962686
298939,0.606334350319382
376219,0.6063396512761049
541284,0.6063413040519395
541285,0.6063413040519395
541286,0.6063413040519395
541287,0.6063413040519395
541289,0.6063413040519395
541290,0.6063413040519395
349514,0.6063458201707552
416203,0.6063475926334538
298957,0.6063537452302866
261458,0.6063574445299978
261459,0.6063574445299978
298935,0.606366740835045
433980,0.6063682273279097
433982,0.6063682273279097
433986,0.6063682273279097
373496,0.6063701799607766
595107,0.606373334822409
411504,0.606377522702064
599955,0.6063820117177166
579241,0.6063948780540934
575295,0.6063948794902753
637557,0.6063970897542016
115065,0.6063972020683365
576594,0.6064017697603091
260275,0.606404000064428
640706,0.6064063493970769
120695,0.6064079470194583
120702,0.6064079470194583
120772,0.6064079470194583
120779,0.6064079470194583
298861,0.6064092029338769
62945,0.6064100045794335
169730,0.6064114775344099
500241,0.6064128573973908
281871,0.6064211918978606
370827,0.6064215048658037
578400,0.6064244072897258
365025,0.6064326333259701
365045,0.6064326333259701
369821,0.6064333064710262
583696,0.6064362131322398
298976,0.6064412473265977
298988,0.6064449969554125
343331,0.6064493171884007
570216,0.6064517449275838
570261,0.6064517449275838
570300,0.6064517449275838
570403,0.6064517449275838
411329,0.6064599879235789
319386,0.606460115146982
197102,0.606461843136574
578948,0.6064643319903964
298934,0.6064675334555941
298865,0.6064921975183549
500334,0.6064932145114303
298886,0.6064992191682231
571898,0.606506957637152
193265,0.6065094079795204
165613,0.60651059154149
594305,0.6065148467542664
298987,0.6065271666605749
653527,0.606546984590382
369928,0.6065574106165958
262297,0.6065659658410814
369927,0.6065688227902712
369929,0.6065688227902712
680218,0.6065726695591699
49140,0.6065779792336369
195087,0.6065840961136831
292497,0.6065880928947248
174895,0.6065945592803119
65002,0.6065975684040975
469471,0.6066033213854038
575666,0.606607615160999
191048,0.6066128751414106
553688,0.6066192191693274
102800,0.6066218197425716
102803,0.6066218197425716
198773,0.6066323393694381
205855,0.6066353170563775
318991,0.6066360455788551
548468,0.606641218894762
340065,0.606643258771846
586629,0.6066442315777621
369930,0.6066528029624356
95749,0.6066537444634499
94725,0.60665374446345
411421,0.6066633113368056
194277,0.6066692202809023
340996,0.6066706409777001
357448,0.6066739787667798
376132,0.6066757089319608
281696,0.6066847700042747
158856,0.6066912277991547
161977,0.6066912277991547
164633,0.6066912277991547
165276,0.6066912277991547
165747,0.6066912277991547
494891,0.6066929687219459
564416,0.6066944363134666
499088,0.6066964679921191
373747,0.6066965646480349
192253,0.6066996455911522
584247,0.6067079746527487
587495,0.6067109626788623
588149,0.6067230952443113
192357,0.6067382191586592
588617,0.6067472987414761
587361,0.6067493563107657
100541,0.6067570557760646
271712,0.6067613212846024
147248,0.6067622077546295
575487,0.6067768100078832
156299,0.6067796931119145
299016,0.6067801125501774
410387,0.6067896563911424
421542,0.6067921100859961
371894,0.6068115426189434
580523,0.60681738450821
657403,0.6068181856839159
586580,0.6068222288065036
449863,0.6068355627081725
574980,0.6068378553818129
250101,0.6068392848614276
250111,0.6068392848614276
549964,0.60684608108534
549966,0.60684608108534
549967,0.60684608108534
260239,0.6068604870114445
366349,0.6068670966504051
608447,0.6068713742070623
608448,0.6068713742070623
443246,0.6068728674386132
572369,0.6068824301950732
298887,0.606886830161161
589456,0.6068985182917421
269053,0.6069094796028676
268440,0.6069127717756362
298879,0.6069189050750541
577963,0.6069217432897155
402550,0.6069334340451847
402551,0.6069334340451847
402552,0.6069334340451847
339983,0.6069415803013261
99642,0.6069434814276821
100478,0.6069583971196763
100992,0.6069583971196763
197983,0.6069608288569194
611739,0.606962602417139
588812,0.6069723845116914
253787,0.606985524522541
253972,0.606985524522541
262492,0.6069870479247558
262511,0.6069870479247558
634128,0.6069896496659419
339980,0.6069900499093066
292496,0.60699047979772
583825,0.6069907187562862
184574,0.6069907414793213
117727,0.6069935735544216
117728,0.6069935735544216
117729,0.6069935735544216
117730,0.6069935735544216
117731,0.6069935735544216
117732,0.6069935735544216
117733,0.6069935735544216
194255,0.606999646115401
356868,0.6070028552597736
440787,0.6070072056299759
292499,0.60701282295681
534183,0.6070172298900461
94861,0.6070177714421713
174,0.6070213094004874
563578,0.6070252737348352
369926,0.6070347541501345
488809,0.6070402777777776
509653,0.6070402777777776
206536,0.6070406363920027
497844,0.6070439345943642
192801,0.6070442052878418
579887,0.6070462178754134
577774,0.6070599636097849
543244,0.6070659310654563
50936,0.607069664537516
60014,0.6070715016351235
60050,0.6070715016351235
60051,0.6070715016351235
577753,0.6070855289745318
386347,0.6070871422361492
371099,0.6070901015946502
417615,0.6070901015946502
461257,0.6070945732735097
461258,0.6070945732735097
574869,0.6071310515865145
594773,0.6071371567969478
193367,0.6071399627970431
545901,0.6071464393913029
