Page,Rank
114568,0.19722222222222222
315755,0.19722222222222222
397790,0.19722222222222222
472916,0.19722222222222222
503207,0.19722222222222222
506200,0.19722222222222222
506569,0.19722222222222222
102557,0.19722222222222222
188236,0.19722222222222222
314923,0.19722222222222222
314926,0.19722222222222222
405339,0.19722222222222222
445796,0.19722222222222222
445797,0.19722222222222222
493182,0.19722222222222222
518954,0.19722222222222222
518959,0.19722222222222222
526367,0.19722222222222222
556036,0.19722222222222222
608404,0.19722222222222222
619555,0.19722222222222222
639296,0.19722222222222222
658628,0.19722222222222222
661056,0.19722222222222222
342137,0.19722222222222222
480616,0.19722222222222222
506390,0.19722222222222222
509403,0.19722222222222222
513364,0.19722222222222222
527163,0.19722222222222222
513836,0.19722222222222222
528677,0.19722222222222222
602581,0.19722222222222222
639345,0.19722222222222222
647338,0.19722222222222222
657131,0.19722222222222222
314991,0.19722222222222222
333261,0.19722222222222222
333411,0.19722222222222222
506610,0.19722222222222222
64185,0.19722222222222222
648484,0.19722222222222222
648530,0.19722222222222222
659317,0.19722222222222222
661223,0.19722222222222222
117290,0.19722222222222222
117296,0.19722222222222222
340182,0.19722222222222222
431197,0.19722222222222222
479516,0.19722222222222222
481623,0.19722222222222222
515605,0.19722222222222222
632613,0.19722222222222222
314060,0.19722222222222222
315217,0.19722222222222222
457134,0.19722222222222222
471900,0.19722222222222222
602015,0.19722222222222222
653786,0.19722222222222222
658703,0.19722222222222222
661721,0.19722222222222222
103095,0.19722222222222222
171713,0.19722222222222222
171721,0.19722222222222222
315486,0.19722222222222222
315633,0.19722222222222222
378042,0.19722222222222222
461277,0.19722222222222222
482946,0.19722222222222222
485450,0.19722222222222222
483915,0.19722222222222222
600096,0.19722222222222222
600103,0.19722222222222222
616556,0.19722222222222222
656885,0.19722222222222222
659228,0.19722222222222222
676405,0.19722222222222222
676411,0.19722222222222222
183371,0.19722222222222222
187328,0.19722222222222222
313436,0.19722222222222222
314122,0.19722222222222222
318119,0.19722222222222222
320888,0.19722222222222222
334697,0.19722222222222222
375418,0.19722222222222222
482927,0.19722222222222222
503662,0.19722222222222222
501667,0.19722222222222222
502547,0.19722222222222222
631862,0.19722222222222222
639924,0.19722222222222222
641581,0.19722222222222222
641588,0.19722222222222222
162601,0.19722222222222222
340529,0.19722222222222222
320882,0.19722222222222222
329297,0.19722222222222222
355739,0.19722222222222222
424989,0.19722222222222222
425218,0.19722222222222222
480954,0.19722222222222222
481748,0.19722222222222222
522822,0.19722222222222222
510670,0.19722222222222222
571576,0.19722222222222222
355019,0.19722222222222222
386649,0.19722222222222222
386653,0.19722222222222222
440006,0.19722222222222222
440007,0.19722222222222222
471388,0.19722222222222222
477758,0.19722222222222222
482166,0.19722222222222222
485557,0.19722222222222222
479649,0.19722222222222222
494931,0.19722222222222222
494935,0.19722222222222222
503390,0.19722222222222222
65312,0.19722222222222222
65314,0.19722222222222222
122326,0.19722222222222222
669622,0.19722222222222222
314181,0.19722222222222222
319187,0.19722222222222222
343534,0.19722222222222222
514290,0.19722222222222222
591101,0.19722222222222222
591115,0.19722222222222222
591118,0.19722222222222222
640538,0.19722222222222222
665024,0.19722222222222222
676997,0.19722222222222222
105957,0.19722222222222222
113388,0.19722222222222222
160555,0.19722222222222222
317530,0.19722222222222222
378603,0.19722222222222222
480606,0.19722222222222222
636704,0.19722222222222222
642598,0.19722222222222222
644734,0.19722222222222222
644739,0.19722222222222222
126388,0.19722222222222222
126390,0.19722222222222222
334576,0.19722222222222222
433920,0.19722222222222222
433929,0.19722222222222222
438204,0.19722222222222222
477836,0.19722222222222222
484007,0.19722222222222222
615833,0.19722222222222222
617982,0.19722222222222222
649353,0.19722222222222222
660433,0.19722222222222222
671018,0.19722222222222222
680420,0.19722222222222222
163014,0.19722222222222222
314638,0.19722222222222222
334833,0.19722222222222222
357879,0.19722222222222222
406859,0.19722222222222222
503670,0.19722222222222222
501271,0.19722222222222222
503884,0.19722222222222222
523423,0.19722222222222222
666675,0.19722222222222222
108345,0.19722222222222222
314109,0.19722222222222222
314113,0.19722222222222222
314117,0.19722222222222222
314120,0.19722222222222222
314480,0.19722222222222222
314482,0.19722222222222222
48974,0.19722222222222222
48979,0.19722222222222222
506209,0.19722222222222222
522342,0.19722222222222222
527131,0.19722222222222222
599172,0.19722222222222222
634843,0.19722222222222222
315758,0.19722222222222222
340465,0.19722222222222222
323109,0.19722222222222222
376025,0.19722222222222222
418043,0.19722222222222222
502179,0.19722222222222222
504324,0.19722222222222222
505187,0.19722222222222222
628229,0.19722222222222222
666135,0.19722222222222222
666179,0.19722222222222222
674516,0.19722222222222222
118867,0.19722222222222222
118871,0.19722222222222222
259466,0.19722222222222222
397821,0.19722222222222222
405338,0.19722222222222222
445795,0.19722222222222222
477074,0.19722222222222222
518960,0.19722222222222222
526376,0.19722222222222222
619562,0.19722222222222222
633750,0.19722222222222222
639672,0.19722222222222222
656926,0.19722222222222222
658176,0.19722222222222222
659547,0.19722222222222222
660434,0.19722222222222222
187009,0.19722222222222222
323117,0.19722222222222222
418456,0.19722222222222222
479049,0.19722222222222222
501269,0.19722222222222222
161578,0.19722222222222222
313869,0.19722222222222222
313870,0.19722222222222222
314726,0.19722222222222222
528680,0.19722222222222222
647336,0.19722222222222222
651660,0.19722222222222222
651663,0.19722222222222222
103765,0.19722222222222222
314574,0.19722222222222222
314982,0.19722222222222222
314992,0.19722222222222222
333321,0.19722222222222222
386741,0.19722222222222222
446489,0.19722222222222222
446493,0.19722222222222222
446495,0.19722222222222222
479524,0.19722222222222222
600525,0.19722222222222222
640957,0.19722222222222222
656798,0.19722222222222222
313849,0.19722222222222222
375454,0.19722222222222222
431194,0.19722222222222222
432920,0.19722222222222222
449849,0.19722222222222222
478114,0.19722222222222222
489822,0.19722222222222222
566142,0.19722222222222222
570307,0.19722222222222222
609612,0.19722222222222222
650028,0.19722222222222222
199964,0.19722222222222222
314054,0.19722222222222222
340561,0.19722222222222222
461586,0.19722222222222222
602013,0.19722222222222222
653779,0.19722222222222222
653785,0.19722222222222222
654615,0.19722222222222222
656767,0.19722222222222222
171722,0.19722222222222222
333336,0.19722222222222222
397655,0.19722222222222222
480285,0.19722222222222222
639101,0.19722222222222222
600101,0.19722222222222222
657117,0.19722222222222222
657742,0.19722222222222222
658586,0.19722222222222222
660485,0.19722222222222222
313440,0.19722222222222222
313442,0.19722222222222222
314133,0.19722222222222222
314134,0.19722222222222222
343981,0.19722222222222222
334814,0.19722222222222222
376012,0.19722222222222222
376027,0.19722222222222222
479459,0.19722222222222222
481936,0.19722222222222222
504023,0.19722222222222222
631850,0.19722222222222222
641579,0.19722222222222222
329288,0.19722222222222222
323120,0.19722222222222222
383584,0.19722222222222222
385871,0.19722222222222222
385886,0.19722222222222222
406025,0.19722222222222222
425072,0.19722222222222222
433934,0.19722222222222222
442068,0.19722222222222222
482926,0.19722222222222222
502538,0.19722222222222222
522831,0.19722222222222222
550193,0.19722222222222222
611726,0.19722222222222222
611734,0.19722222222222222
656934,0.19722222222222222
658020,0.19722222222222222
659245,0.19722222222222222
161639,0.19722222222222222
314849,0.19722222222222222
418787,0.19722222222222222
571572,0.19722222222222222
649378,0.19722222222222222
649379,0.19722222222222222
670754,0.19722222222222222
172640,0.19722222222222222
201882,0.19722222222222222
376044,0.19722222222222222
386651,0.19722222222222222
478404,0.19722222222222222
503039,0.19722222222222222
611250,0.19722222222222222
669617,0.19722222222222222
669620,0.19722222222222222
319194,0.19722222222222222
319199,0.19722222222222222
335734,0.19722222222222222
330321,0.19722222222222222
494781,0.19722222222222222
651685,0.19722222222222222
665022,0.19722222222222222
676998,0.19722222222222222
105945,0.19722222222222222
105946,0.19722222222222222
166139,0.19722222222222222
477970,0.19722222222222222
506174,0.19722222222222222
642610,0.19722222222222222
679262,0.19722222222222222
313424,0.19722222222222222
313428,0.19722222222222222
447124,0.19722222222222222
479542,0.19722222222222222
503310,0.19722222222222222
513659,0.19722222222222222
541093,0.19722222222222222
64100,0.19722222222222222
671011,0.19722222222222222
671014,0.19722222222222222
671015,0.19722222222222222
155149,0.19722222222222222
165780,0.19722222222222222
314634,0.19722222222222222
377385,0.19722222222222222
385903,0.19722222222222222
389554,0.19722222222222222
406860,0.19722222222222222
504274,0.19722222222222222
500994,0.19722222222222222
554542,0.19722222222222222
554549,0.19722222222222222
612521,0.19722222222222222
666679,0.19722222222222222
314114,0.19722222222222222
314116,0.19722222222222222
336851,0.19722222222222222
333279,0.19722222222222222
447000,0.19722222222222222
501598,0.19722222222222222
522469,0.19722222222222222
527133,0.19722222222222222
531828,0.19722222222222222
570732,0.19722222222222222
599195,0.19722222222222222
612343,0.19722222222222222
634846,0.19722222222222222
103873,0.19722222222222222
397895,0.19722222222222222
501171,0.19722222222222222
502537,0.19722222222222222
504331,0.19722222222222222
528315,0.19722222222222222
601799,0.19722222222222222
604729,0.19722222222222222
605211,0.19722222222222222
611249,0.19722222222222222
626003,0.19722222222222222
666111,0.19722222222222222
683293,0.19722222222222222
118869,0.19722222222222222
438652,0.19722222222222222
199330,0.19722222222222222
314761,0.19722222222222222
317228,0.19722222222222222
379076,0.19722222222222222
397802,0.19722222222222222
418045,0.19722222222222222
516072,0.19722222222222222
619553,0.19722222222222222
619558,0.19722222222222222
633800,0.19722222222222222
661353,0.19722222222222222
333274,0.19722222222222222
479458,0.19722222222222222
513369,0.19722222222222222
565033,0.19722222222222222
613278,0.19722222222222222
680832,0.19722222222222222
160482,0.19722222222222222
313871,0.19722222222222222
418419,0.19722222222222222
458035,0.19722222222222222
476932,0.19722222222222222
494978,0.19722222222222222
495006,0.19722222222222222
513841,0.19722222222222222
639339,0.19722222222222222
639344,0.19722222222222222
